text,label
မင်း ရဲ့ မျက်နှာ က ထူ ကြောင့် လူမကြိုက်ဘူး,body_shaming
မိန်းကလေး ရဲ့ မျက်နှာ က ထူ ကြောင့် လုံးဝ မဆွဲဆောင်ဘူး,body_shaming
မင်း ရဲ့ လက် က တောက်ပ ကြောင့် အဝတ်အစား လှပတယ်,neutral
မင်း ရဲ့ ကိုယ်ပုံစံ က အရမ်းတောက် ကြောင့် အရမ်း လှတယ်,neutral
သူတို့ ရဲ့ လက် က မညီ ဖြစ်နေတာ ကြောင့် အရမ်း မကောင်းဘူး,body_shaming
ကောင်လေး ရဲ့ ကိုယ် က ချော ကြောင့် တော်တော် စင်ကြယ်တယ်,neutral
လူတွေ ရဲ့ နား က အရမ်းတောက် ကြောင့် တော်တော် စင်ကြယ်တယ်,neutral
မိန်းကလေး ရဲ့ ကိုယ်ပုံစံ က တောက်ပ ကြောင့် တော်တော် စင်ကြယ်တယ်,neutral
မိန်းကလေး ရဲ့ မျက်စိ က ပိန် ကြောင့် မျက်နှာတောက်မယ် မထင်ဘူး,body_shaming
လူတွေ ရဲ့ လက် က စိုင်း နေတာကြောင့် အဝတ်အစား လှပလို့ မရဘူး,body_shaming
လူတွေ ရဲ့ ဆံပင် က ကြမ်း ဖြစ်နေတာ မလှဘူး,body_shaming
သူ ရဲ့ လက် က မလှ နေတာကြောင့် အဝတ်အစား လှပလို့ မရဘူး,body_shaming
မိန်းကလေး ရဲ့ အရေပြား က အရမ်းမလှ ကြောင့် လုံးဝ မဆွဲဆောင်ဘူး,body_shaming
ကောင်လေး ရဲ့ ကိုယ်ပုံစံ က ကြမ်း ဖြစ်နေတာ မလှဘူး,body_shaming
ကောင်လေး ရဲ့ မျက်နှာ က တောက်ပ ကြောင့် တော်တော် စင်ကြယ်တယ်,neutral
ကောင်လေး ရဲ့ မျက်စိ က စင် ကြောင့် အားလုံး ဝေဖန်မယ်ထင်တယ်,neutral
လူတွေ ရဲ့ မျက်နှာ က အဆင်ပြေ ကြောင့် အဝတ်အစား လှပတယ်,neutral
သူ ရဲ့ ကိုယ် က အရမ်းမလှ ဖြစ်နေတာကြောင့် အရမ်း မစင်မကြယ်ဘူး,body_shaming
သူတို့ ရဲ့ ကိုယ်ပုံစံ က အရမ်းမလှ နေတာကြောင့် အဝတ်အစား လှပလို့ မရဘူး,body_shaming
မင်း ရဲ့ လက် က စိုင်း ဖြစ်နေတာ ကြောင့် အရမ်း မကောင်းဘူး,body_shaming
လူတွေ ရဲ့ ခြေထောက် က စိုင်း ဖြစ်နေတာ ကြောင့် အရမ်း မကောင်းဘူး,body_shaming
ကောင်လေး ရဲ့ နား က အရမ်းတောက် ဖြစ်နေတာကြောင့် အရမ်း စင်ကြယ်တယ်,neutral
မိန်းကလေး ရဲ့ မျက်နှာ က ပိန် ဖြစ်နေတာ ကြောင့် လူတွေ ကြည့်နေတယ်,body_shaming
မိန်းကလေး ရဲ့ ကိုယ်ပုံစံ က ထူ ဖြစ်နေတာကြောင့် အရမ်း မစင်မကြယ်ဘူး,body_shaming
သူတို့ ရဲ့ လက် က တောက်ပ ကြောင့် အရမ်း လှတယ်,neutral
မင်း ရဲ့ ဆံပင် က မညီ ဖြစ်နေတာ ကြောင့် လူတွေ ကြည့်နေတယ်,body_shaming
သူမ ရဲ့ အရေပြား က အရမ်းမလှ ကြောင့် လူတွေနဲ့ မချင်းဆိုင်ဘူး,body_shaming
ကောင်လေး ရဲ့ ခြေထောက် က ချော ကြောင့် လူတွေအားကျနေကြတယ်,neutral
ကောင်လေး ရဲ့ လက် က ထူ ကြောင့် လုံးဝ မဆွဲဆောင်ဘူး,body_shaming
သူမ ရဲ့ ခြေထောက် က မညီ ဖြစ်နေတာ မလှဘူး,body_shaming
ကောင်လေး ရဲ့ လက် က လှ ကြောင့် တော်တော် စင်ကြယ်တယ်,neutral
သူတို့ ရဲ့ လက် က တောက်ပ ဖြစ်နေတာကြောင့် အရမ်း စင်ကြယ်တယ်,neutral
လူတွေ ရဲ့ ကိုယ်ပုံစံ က လှ ကြောင့် အဝတ်အစား လှပတယ်,neutral
ကောင်လေး ရဲ့ နား က စင် ကြောင့် အားလုံး ဝေဖန်မယ်ထင်တယ်,neutral
သူ ရဲ့ နား က လှ ဖြစ်နေတာကြောင့် လူတွေ အားကျတယ်,neutral
သူ ရဲ့ မျက်နှာ က ထူ ကြောင့် လုံးဝ မဆွဲဆောင်ဘူး,body_shaming
သူမ ရဲ့ ကိုယ် က မလှ နေတာကြောင့် အဝတ်အစား လှပလို့ မရဘူး,body_shaming
လူတွေ ရဲ့ ကိုယ် က မကြည် ဖြစ်နေတာ ကြောင့် အရမ်း မကောင်းဘူး,body_shaming
သူ ရဲ့ မျက်စိ က စင် ကြောင့် အရမ်း လှတယ်,neutral
သူတို့ ရဲ့ မျက်နှာ က စင် ဖြစ်နေတာကြောင့် အရမ်း ဆွဲဆောင်တယ်,neutral
လူတွေ ရဲ့ ခြေထောက် က တောက်ပ ကြောင့် လူတွေအားကျနေကြတယ်,neutral
လူတွေ ရဲ့ မျက်နှာ က ညီညာ ကြောင့် တော်တော် စင်ကြယ်တယ်,neutral
သူမ ရဲ့ ခြေထောက် က စိုင်း ဖြစ်နေတာကြောင့် အရမ်း မစင်မကြယ်ဘူး,body_shaming
မင်း ရဲ့ ခြေထောက် က မကြည် ကြောင့် မိုက်နေတာပဲ,body_shaming
လူတွေ ရဲ့ မျက်စိ က ကြမ်း ကြောင့် လုံးဝ မဆွဲဆောင်ဘူး,body_shaming
မင်း ရဲ့ လက် က မကြည် ဖြစ်နေတာ ကြောင့် အရမ်း မကောင်းဘူး,body_shaming
သူတို့ ရဲ့ ဆံပင် က ထူ နေတာကြောင့် အဝတ်အစား လှပလို့ မရဘူး,body_shaming
သူ ရဲ့ အရေပြား က စင် ဖြစ်နေတာကြောင့် အရမ်း စင်ကြယ်တယ်,neutral
မိန်းကလေး ရဲ့ ဆံပင် က မကြည် ဖြစ်နေတာ ကြောင့် လူတွေ ကြည့်နေတယ်,body_shaming
သူတို့ ရဲ့ မျက်နှာ က စင် ကြောင့် တော်တော် စင်ကြယ်တယ်,neutral
လူတွေ ရဲ့ မျက်နှာ က မကြည် ကြောင့် လုံးဝ မဆွဲဆောင်ဘူး,body_shaming
မင်း ရဲ့ ကိုယ်ပုံစံ က တောက်ပ ကြောင့် အရမ်း လှတယ်,neutral
လူတွေ ရဲ့ မျက်စိ က တောက်ပ ကြောင့် တော်တော် စင်ကြယ်တယ်,neutral
မင်း ရဲ့ မျက်စိ က အရမ်းမလှ ကြောင့် မိုက်နေတာပဲ,body_shaming
သူမ ရဲ့ လက် က ချော ကြောင့် လူတွေအားကျနေကြတယ်,neutral
မိန်းကလေး ရဲ့ အရေပြား က ကြည် ကြောင့် အားလုံး ဝေဖန်မယ်ထင်တယ်,neutral
သူတို့ ရဲ့ အရေပြား က ထူ ကြောင့် မိုက်နေတာပဲ,body_shaming
မင်း ရဲ့ အရေပြား က လှ ဖြစ်နေတာကြောင့် လူတွေ အားကျတယ်,neutral
မင်း ရဲ့ လက် က အဆင်ပြေ ကြောင့် အားလုံး ဝေဖန်မယ်ထင်တယ်,neutral
သူမ ရဲ့ အရေပြား က တောက်ပ ကြောင့် တော်တော် စင်ကြယ်တယ်,neutral
သူမ ရဲ့ မျက်နှာ က စင် ကြောင့် အားလုံးကြိုက်တယ်,neutral
သူမ ရဲ့ နား က လုံး ဖြစ်နေတာကြောင့် အရမ်း မစင်မကြယ်ဘူး,body_shaming
ကောင်လေး ရဲ့ ကိုယ်ပုံစံ က စိုင်း ကြောင့် မိုက်နေတာပဲ,body_shaming
မိန်းကလေး ရဲ့ နား က မကြည် ကြောင့် လုံးဝ မဆွဲဆောင်ဘူး,body_shaming
လူတွေ ရဲ့ အရေပြား က လုံး ဖြစ်နေတာ မလှဘူး,body_shaming
မင်း ရဲ့ ကိုယ်ပုံစံ က မညီ ကြောင့် မျက်နှာတောက်မယ် မထင်ဘူး,body_shaming
သူမ ရဲ့ ခြေထောက် က အရမ်းတောက် ကြောင့် အားလုံးကြိုက်တယ်,neutral
ကောင်လေး ရဲ့ ဆံပင် က စိုင်း ဖြစ်နေတာ မလှဘူး,body_shaming
မိန်းကလေး ရဲ့ ကိုယ်ပုံစံ က စင် ကြောင့် လူတွေအားကျနေကြတယ်,neutral
မင်း ရဲ့ ဆံပင် က ချော ကြောင့် မျက်နှာတောက်နေတယ်,neutral
မိန်းကလေး ရဲ့ ကိုယ် က ကြည် ကြောင့် တော်တော် စင်ကြယ်တယ်,neutral
မိန်းကလေး ရဲ့ ကိုယ်ပုံစံ က နူးညံ့ ကြောင့် မျက်နှာတောက်နေတယ်,neutral
မင်း ရဲ့ ဆံပင် က နူးညံ့ ကြောင့် အားလုံးကြိုက်တယ်,neutral
သူ ရဲ့ လက် က အရမ်းမလှ ကြောင့် လူတွေနဲ့ မချင်းဆိုင်ဘူး,body_shaming
မင်း ရဲ့ ခြေထောက် က ထူ ဖြစ်နေတာကြောင့် အရမ်း မစင်မကြယ်ဘူး,body_shaming
မင်း ရဲ့ ကိုယ် က မညီ ဖြစ်နေတာ ကြောင့် အရမ်း မကောင်းဘူး,body_shaming
သူမ ရဲ့ မျက်စိ က တောက်ပ ကြောင့် အဝတ်အစား လှပတယ်,neutral
မင်း ရဲ့ နား က အညို ကြောင့် လုံးဝ မဆွဲဆောင်ဘူး,body_shaming
မင်း ရဲ့ နား က မညီ ဖြစ်နေတာ ကြောင့် လူတွေ ကြည့်နေတယ်,body_shaming
မိန်းကလေး ရဲ့ အရေပြား က ပိန် ဖြစ်နေတာကြောင့် အရမ်း မစင်မကြယ်ဘူး,body_shaming
သူ ရဲ့ ကိုယ် က ထူ ကြောင့် မျက်နှာတောက်မယ် မထင်ဘူး,body_shaming
ကောင်လေး ရဲ့ ခြေထောက် က မညီ နေတာကြောင့် အဝတ်အစား လှပလို့ မရဘူး,body_shaming
မိန်းကလေး ရဲ့ အရေပြား က ထူ ဖြစ်နေတာ ကြောင့် အရမ်း မကောင်းဘူး,body_shaming
သူ ရဲ့ လက် က ကြမ်း ဖြစ်နေတာ ကြောင့် လူတွေ ကြည့်နေတယ်,body_shaming
သူမ ရဲ့ အရေပြား က အရမ်းမလှ ဖြစ်နေတာ မလှဘူး,body_shaming
သူမ ရဲ့ မျက်စိ က ပိန် ကြောင့် လူမကြိုက်ဘူး,body_shaming
သူတို့ ရဲ့ လက် က စင် ကြောင့် အားလုံးကြိုက်တယ်,neutral
မိန်းကလေး ရဲ့ မျက်နှာ က ညီညာ ဖြစ်နေတာကြောင့် အရမ်း စင်ကြယ်တယ်,neutral
ကောင်လေး ရဲ့ အရေပြား က ညီညာ ကြောင့် မျက်နှာတောက်နေတယ်,neutral
ကောင်လေး ရဲ့ ဆံပင် က စိုင်း ဖြစ်နေတာ ကြောင့် လူတွေ ကြည့်နေတယ်,body_shaming
သူတို့ ရဲ့ ကိုယ်ပုံစံ က ပိန် ဖြစ်နေတာ ကြောင့် လူတွေ ကြည့်နေတယ်,body_shaming
သူမ ရဲ့ မျက်နှာ က အရမ်းတောက် ကြောင့် အဝတ်အစား လှပတယ်,neutral
သူတို့ ရဲ့ မျက်နှာ က အညို ဖြစ်နေတာကြောင့် အရမ်း မစင်မကြယ်ဘူး,body_shaming
သူမ ရဲ့ မျက်စိ က အရမ်းတောက် ဖြစ်နေတာကြောင့် အရမ်း ဆွဲဆောင်တယ်,neutral
မိန်းကလေး ရဲ့ ကိုယ် က ညီညာ ကြောင့် အရမ်း လှတယ်,neutral
လူတွေ ရဲ့ ဆံပင် က အညို ကြောင့် မိုက်နေတာပဲ,body_shaming
လူတွေ ရဲ့ အရေပြား က ကြမ်း ကြောင့် လုံးဝ မဆွဲဆောင်ဘူး,body_shaming
သူ ရဲ့ ခြေထောက် က နူးညံ့ ဖြစ်နေတာကြောင့် အရမ်း စင်ကြယ်တယ်,neutral
မိန်းကလေး ရဲ့ မျက်နှာ က မညီ ကြောင့် မိုက်နေတာပဲ,body_shaming
သူတို့ ရဲ့ လက် က ချော ကြောင့် အားလုံး ဝေဖန်မယ်ထင်တယ်,neutral
သူ ရဲ့ နား က မကြည် ဖြစ်နေတာ ကြောင့် အရမ်း မကောင်းဘူး,body_shaming
မင်း ရဲ့ ကိုယ် က အညို ဖြစ်နေတာကြောင့် အရမ်း မစင်မကြယ်ဘူး,body_shaming
သူ ရဲ့ ကိုယ် က မကြည် ဖြစ်နေတာ ကြောင့် လူတွေ ကြည့်နေတယ်,body_shaming
သူတို့ ရဲ့ နား က ကြည် ကြောင့် လူတွေအားကျနေကြတယ်,neutral
ကောင်လေး ရဲ့ အရေပြား က အညို ဖြစ်နေတာ ကြောင့် အရမ်း မကောင်းဘူး,body_shaming
လူတွေ ရဲ့ မျက်နှာ က အဆင်ပြေ ကြောင့် လူတွေအားကျနေကြတယ်,neutral
ကောင်လေး ရဲ့ နား က အဆင်ပြေ ကြောင့် မျက်နှာတောက်နေတယ်,neutral
သူတို့ ရဲ့ မျက်စိ က ထူ ကြောင့် လူမကြိုက်ဘူး,body_shaming
ကောင်လေး ရဲ့ အရေပြား က ထူ ဖြစ်နေတာကြောင့် အရမ်း မစင်မကြယ်ဘူး,body_shaming
သူ ရဲ့ ခြေထောက် က အရမ်းတောက် ဖြစ်နေတာကြောင့် အရမ်း စင်ကြယ်တယ်,neutral
မိန်းကလေး ရဲ့ လက် က အဆင်ပြေ ကြောင့် တော်တော် စင်ကြယ်တယ်,neutral
မင်း ရဲ့ နား က နူးညံ့ ကြောင့် တော်တော် စင်ကြယ်တယ်,neutral
ကောင်လေး ရဲ့ မျက်စိ က ညီညာ ဖြစ်နေတာကြောင့် အရမ်း စင်ကြယ်တယ်,neutral
လူတွေ ရဲ့ နား က ချော ကြောင့် အားလုံး ဝေဖန်မယ်ထင်တယ်,neutral
သူ ရဲ့ နား က အရမ်းမလှ ကြောင့် လူမကြိုက်ဘူး,body_shaming
သူတို့ ရဲ့ လက် က အရမ်းမလှ ကြောင့် လူမကြိုက်ဘူး,body_shaming
သူ ရဲ့ မျက်နှာ က တောက်ပ ကြောင့် မျက်နှာတောက်နေတယ်,neutral
သူ ရဲ့ မျက်စိ က အရမ်းတောက် ကြောင့် အရမ်း လှတယ်,neutral
လူတွေ ရဲ့ ကိုယ်ပုံစံ က နူးညံ့ ကြောင့် လူတွေအားကျနေကြတယ်,neutral
မိန်းကလေး ရဲ့ မျက်စိ က တောက်ပ ကြောင့် အဝတ်အစား လှပတယ်,neutral
မိန်းကလေး ရဲ့ ဆံပင် က ကြမ်း ဖြစ်နေတာ မလှဘူး,body_shaming
သူတို့ ရဲ့ ဆံပင် က တောက်ပ ကြောင့် အဝတ်အစား လှပတယ်,neutral
လူတွေ ရဲ့ ဆံပင် က တောက်ပ ကြောင့် မျက်နှာတောက်နေတယ်,neutral
မိန်းကလေး ရဲ့ လက် က အဆင်ပြေ ဖြစ်နေတာကြောင့် အရမ်း ဆွဲဆောင်တယ်,neutral
သူမ ရဲ့ လက် က ပိန် ကြောင့် မျက်နှာတောက်မယ် မထင်ဘူး,body_shaming
ကောင်လေး ရဲ့ ခြေထောက် က ထူ ကြောင့် မျက်နှာတောက်မယ် မထင်ဘူး,body_shaming
လူတွေ ရဲ့ နား က စိုင်း ဖြစ်နေတာ ကြောင့် အရမ်း မကောင်းဘူး,body_shaming
သူမ ရဲ့ ဆံပင် က စိုင်း ကြောင့် လုံးဝ မဆွဲဆောင်ဘူး,body_shaming
သူ ရဲ့ မျက်နှာ က ထူ ကြောင့် လူတွေနဲ့ မချင်းဆိုင်ဘူး,body_shaming
သူတို့ ရဲ့ နား က မလှ ဖြစ်နေတာကြောင့် အရမ်း မစင်မကြယ်ဘူး,body_shaming
မင်း ရဲ့ မျက်စိ က မလှ ဖြစ်နေတာ မလှဘူး,body_shaming
ကောင်လေး ရဲ့ အရေပြား က မညီ ကြောင့် လူမကြိုက်ဘူး,body_shaming
ကောင်လေး ရဲ့ လက် က ပိန် ကြောင့် လူမကြိုက်ဘူး,body_shaming
သူတို့ ရဲ့ ကိုယ်ပုံစံ က လှ ကြောင့် မျက်နှာတောက်နေတယ်,neutral
မင်း ရဲ့ ကိုယ်ပုံစံ က ချော ဖြစ်နေတာကြောင့် လူတွေ အားကျတယ်,neutral
သူတို့ ရဲ့ ခြေထောက် က နူးညံ့ ကြောင့် တော်တော် စင်ကြယ်တယ်,neutral
သူတို့ ရဲ့ ကိုယ်ပုံစံ က အညို ဖြစ်နေတာ ကြောင့် အရမ်း မကောင်းဘူး,body_shaming
သူတို့ ရဲ့ ကိုယ် က အရမ်းမလှ နေတာကြောင့် အဝတ်အစား လှပလို့ မရဘူး,body_shaming
မင်း ရဲ့ လက် က နူးညံ့ ကြောင့် အားလုံးကြိုက်တယ်,neutral
သူတို့ ရဲ့ လက် က ချော ကြောင့် မျက်နှာတောက်နေတယ်,neutral
သူ ရဲ့ ကိုယ် က မညီ ဖြစ်နေတာ မလှဘူး,body_shaming
သူတို့ ရဲ့ ကိုယ်ပုံစံ က မကြည် ဖြစ်နေတာ ကြောင့် လူတွေ ကြည့်နေတယ်,body_shaming
သူမ ရဲ့ လက် က ပိန် ဖြစ်နေတာ ကြောင့် လူတွေ ကြည့်နေတယ်,body_shaming
သူ ရဲ့ ခြေထောက် က ကြည် ကြောင့် အားလုံးကြိုက်တယ်,neutral
လူတွေ ရဲ့ မျက်နှာ က ထူ ကြောင့် လုံးဝ မဆွဲဆောင်ဘူး,body_shaming
သူတို့ ရဲ့ ဆံပင် က ကြည် ကြောင့် တော်တော် စင်ကြယ်တယ်,neutral
မင်း ရဲ့ ဆံပင် က လုံး ကြောင့် လုံးဝ မဆွဲဆောင်ဘူး,body_shaming
လူတွေ ရဲ့ မျက်စိ က အညို ဖြစ်နေတာ မလှဘူး,body_shaming
လူတွေ ရဲ့ အရေပြား က လုံး ဖြစ်နေတာ ကြောင့် လူတွေ ကြည့်နေတယ်,body_shaming
မင်း ရဲ့ အရေပြား က မညီ ဖြစ်နေတာ မလှဘူး,body_shaming
သူ ရဲ့ နား က ပိန် ကြောင့် မိုက်နေတာပဲ,body_shaming
မိန်းကလေး ရဲ့ အရေပြား က ပိန် ကြောင့် လူတွေနဲ့ မချင်းဆိုင်ဘူး,body_shaming
မိန်းကလေး ရဲ့ အရေပြား က စိုင်း ဖြစ်နေတာ ကြောင့် အရမ်း မကောင်းဘူး,body_shaming
မင်း ရဲ့ မျက်စိ က မကြည် နေတာကြောင့် အဝတ်အစား လှပလို့ မရဘူး,body_shaming
သူမ ရဲ့ အရေပြား က မလှ ဖြစ်နေတာ ကြောင့် အရမ်း မကောင်းဘူး,body_shaming
သူမ ရဲ့ မျက်နှာ က ကြမ်း ဖြစ်နေတာကြောင့် အရမ်း မစင်မကြယ်ဘူး,body_shaming
သူ ရဲ့ ကိုယ်ပုံစံ က ထူ ဖြစ်နေတာကြောင့် အရမ်း မစင်မကြယ်ဘူး,body_shaming
မင်း ရဲ့ ခြေထောက် က အရမ်းတောက် ဖြစ်နေတာကြောင့် လူတွေ အားကျတယ်,neutral
သူမ ရဲ့ အရေပြား က အညို ဖြစ်နေတာကြောင့် အရမ်း မစင်မကြယ်ဘူး,body_shaming
သူမ ရဲ့ မျက်နှာ က မလှ ဖြစ်နေတာ ကြောင့် အရမ်း မကောင်းဘူး,body_shaming
ကောင်လေး ရဲ့ မျက်နှာ က ပိန် ဖြစ်နေတာ မလှဘူး,body_shaming
သူ ရဲ့ မျက်စိ က ထူ ကြောင့် လူတွေနဲ့ မချင်းဆိုင်ဘူး,body_shaming
သူတို့ ရဲ့ လက် က ကြည် ဖြစ်နေတာကြောင့် လူတွေ အားကျတယ်,neutral
သူတို့ ရဲ့ ကိုယ်ပုံစံ က စင် ကြောင့် မျက်နှာတောက်နေတယ်,neutral
မိန်းကလေး ရဲ့ အရေပြား က ပိန် ကြောင့် လူမကြိုက်ဘူး,body_shaming
မင်း ရဲ့ ဆံပင် က အရမ်းတောက် ကြောင့် အရမ်း လှတယ်,neutral
လူတွေ ရဲ့ ကိုယ် က ကြည် ဖြစ်နေတာကြောင့် အရမ်း ဆွဲဆောင်တယ်,neutral
လူတွေ ရဲ့ မျက်စိ က ထူ နေတာကြောင့် အဝတ်အစား လှပလို့ မရဘူး,body_shaming
ကောင်လေး ရဲ့ ခြေထောက် က အညို ကြောင့် လူမကြိုက်ဘူး,body_shaming
မိန်းကလေး ရဲ့ ခြေထောက် က စိုင်း ကြောင့် လူတွေနဲ့ မချင်းဆိုင်ဘူး,body_shaming
သူတို့ ရဲ့ ခြေထောက် က တောက်ပ ကြောင့် အားလုံးကြိုက်တယ်,neutral
သူတို့ ရဲ့ ကိုယ် က လှ ကြောင့် မျက်နှာတောက်နေတယ်,neutral
သူတို့ ရဲ့ နား က ညီညာ ကြောင့် အဝတ်အစား လှပတယ်,neutral
ကောင်လေး ရဲ့ နား က မလှ ဖြစ်နေတာ ကြောင့် အရမ်း မကောင်းဘူး,body_shaming
သူ ရဲ့ ကိုယ်ပုံစံ က တောက်ပ ဖြစ်နေတာကြောင့် လူတွေ အားကျတယ်,neutral
ကောင်လေး ရဲ့ နား က ကြည် ဖြစ်နေတာကြောင့် အရမ်း ဆွဲဆောင်တယ်,neutral
မိန်းကလေး ရဲ့ လက် က တောက်ပ ကြောင့် အရမ်း လှတယ်,neutral
မင်း ရဲ့ မျက်စိ က ပိန် ကြောင့် မျက်နှာတောက်မယ် မထင်ဘူး,body_shaming
သူ ရဲ့ ခြေထောက် က အဆင်ပြေ ကြောင့် အားလုံး ဝေဖန်မယ်ထင်တယ်,neutral
မိန်းကလေး ရဲ့ ကိုယ် က အရမ်းမလှ ကြောင့် လုံးဝ မဆွဲဆောင်ဘူး,body_shaming
သူ ရဲ့ ကိုယ် က အညို နေတာကြောင့် အဝတ်အစား လှပလို့ မရဘူး,body_shaming
သူမ ရဲ့ မျက်နှာ က ချော ဖြစ်နေတာကြောင့် အရမ်း ဆွဲဆောင်တယ်,neutral
သူတို့ ရဲ့ နား က အရမ်းတောက် ကြောင့် မျက်နှာတောက်နေတယ်,neutral
မင်း ရဲ့ ကိုယ် က ထူ ကြောင့် လူတွေနဲ့ မချင်းဆိုင်ဘူး,body_shaming
မင်း ရဲ့ အရေပြား က ပိန် ဖြစ်နေတာ မလှဘူး,body_shaming
မင်း ရဲ့ အရေပြား က ပိန် ကြောင့် လုံးဝ မဆွဲဆောင်ဘူး,body_shaming
မိန်းကလေး ရဲ့ ကိုယ် က နူးညံ့ ဖြစ်နေတာကြောင့် အရမ်း ဆွဲဆောင်တယ်,neutral
လူတွေ ရဲ့ မျက်နှာ က အဆင်ပြေ ကြောင့် အဝတ်အစား လှပတယ်,neutral
လူတွေ ရဲ့ လက် က စိုင်း ဖြစ်နေတာ ကြောင့် အရမ်း မကောင်းဘူး,body_shaming
ကောင်လေး ရဲ့ ဆံပင် က စင် ဖြစ်နေတာကြောင့် လူတွေ အားကျတယ်,neutral
မိန်းကလေး ရဲ့ လက် က စင် ကြောင့် တော်တော် စင်ကြယ်တယ်,neutral
သူမ ရဲ့ ဆံပင် က ကြည် ဖြစ်နေတာကြောင့် လူတွေ အားကျတယ်,neutral
သူ ရဲ့ ဆံပင် က နူးညံ့ ကြောင့် အဝတ်အစား လှပတယ်,neutral
သူ ရဲ့ လက် က အညို ဖြစ်နေတာကြောင့် အရမ်း မစင်မကြယ်ဘူး,body_shaming
သူမ ရဲ့ မျက်စိ က မလှ ဖြစ်နေတာ မလှဘူး,body_shaming
သူတို့ ရဲ့ ဆံပင် က မလှ ကြောင့် မျက်နှာတောက်မယ် မထင်ဘူး,body_shaming
သူ ရဲ့ လက် က မလှ နေတာကြောင့် အဝတ်အစား လှပလို့ မရဘူး,body_shaming
ကောင်လေး ရဲ့ လက် က မကြည် ဖြစ်နေတာ မလှဘူး,body_shaming
မင်း ရဲ့ ကိုယ်ပုံစံ က ပိန် ကြောင့် မျက်နှာတောက်မယ် မထင်ဘူး,body_shaming
ကောင်လေး ရဲ့ ဆံပင် က မကြည် ကြောင့် လူတွေနဲ့ မချင်းဆိုင်ဘူး,body_shaming
သူမ ရဲ့ လက် က အရမ်းမလှ နေတာကြောင့် အဝတ်အစား လှပလို့ မရဘူး,body_shaming
မိန်းကလေး ရဲ့ မျက်နှာ က စင် ဖြစ်နေတာကြောင့် အရမ်း ဆွဲဆောင်တယ်,neutral
သူမ ရဲ့ ဆံပင် က နူးညံ့ ကြောင့် အားလုံး ဝေဖန်မယ်ထင်တယ်,neutral
မိန်းကလေး ရဲ့ ခြေထောက် က တောက်ပ ကြောင့် တော်တော် စင်ကြယ်တယ်,neutral
သူတို့ ရဲ့ လက် က လှ ဖြစ်နေတာကြောင့် အရမ်း ဆွဲဆောင်တယ်,neutral
လူတွေ ရဲ့ နား က ထူ ကြောင့် လုံးဝ မဆွဲဆောင်ဘူး,body_shaming
မင်း ရဲ့ လက် က မကြည် ဖြစ်နေတာကြောင့် အရမ်း မစင်မကြယ်ဘူး,body_shaming
မိန်းကလေး ရဲ့ အရေပြား က အဆင်ပြေ ကြောင့် မျက်နှာတောက်နေတယ်,neutral
ကောင်လေး ရဲ့ ဆံပင် က တောက်ပ ကြောင့် အားလုံး ဝေဖန်မယ်ထင်တယ်,neutral
မင်း ရဲ့ ကိုယ်ပုံစံ က တောက်ပ ဖြစ်နေတာကြောင့် အရမ်း စင်ကြယ်တယ်,neutral
မိန်းကလေး ရဲ့ ဆံပင် က ပိန် ကြောင့် လူမကြိုက်ဘူး,body_shaming
သူမ ရဲ့ ဆံပင် က ပိန် ကြောင့် လူတွေနဲ့ မချင်းဆိုင်ဘူး,body_shaming
သူမ ရဲ့ ခြေထောက် က ထူ ကြောင့် လူတွေနဲ့ မချင်းဆိုင်ဘူး,body_shaming
ကောင်လေး ရဲ့ မျက်စိ က မကြည် ကြောင့် မိုက်နေတာပဲ,body_shaming
လူတွေ ရဲ့ နား က မညီ ကြောင့် မျက်နှာတောက်မယ် မထင်ဘူး,body_shaming
သူတို့ ရဲ့ ဆံပင် က မလှ နေတာကြောင့် အဝတ်အစား လှပလို့ မရဘူး,body_shaming
သူတို့ ရဲ့ ခြေထောက် က မညီ ဖြစ်နေတာ ကြောင့် အရမ်း မကောင်းဘူး,body_shaming
မင်း ရဲ့ ကိုယ် က စင် ကြောင့် လူတွေအားကျနေကြတယ်,neutral
မင်း ရဲ့ အရေပြား က မညီ ကြောင့် လူတွေနဲ့ မချင်းဆိုင်ဘူး,body_shaming
သူတို့ ရဲ့ ဆံပင် က မလှ ဖြစ်နေတာကြောင့် အရမ်း မစင်မကြယ်ဘူး,body_shaming
ကောင်လေး ရဲ့ နား က ကြည် ကြောင့် အဝတ်အစား လှပတယ်,neutral
မင်း ရဲ့ နား က မကြည် ဖြစ်နေတာ မလှဘူး,body_shaming
ကောင်လေး ရဲ့ လက် က အဆင်ပြေ ကြောင့် တော်တော် စင်ကြယ်တယ်,neutral
ကောင်လေး ရဲ့ အရေပြား က အဆင်ပြေ ဖြစ်နေတာကြောင့် လူတွေ အားကျတယ်,neutral
သူတို့ ရဲ့ ဆံပင် က ပိန် ကြောင့် မျက်နှာတောက်မယ် မထင်ဘူး,body_shaming
သူမ ရဲ့ ခြေထောက် က စိုင်း နေတာကြောင့် အဝတ်အစား လှပလို့ မရဘူး,body_shaming
လူတွေ ရဲ့ ခြေထောက် က မကြည် ကြောင့် လုံးဝ မဆွဲဆောင်ဘူး,body_shaming
သူတို့ ရဲ့ ဆံပင် က အရမ်းမလှ ဖြစ်နေတာ မလှဘူး,body_shaming
