id,news,url,label
145,သောင်တင်နစ်မြုပ်ခဲ့တဲ့ တောင်ကိုရီးယားသင်္ဘောဗီဒီယိုကို AA အဖွဲ့က နှစ်မြှုပ်ခဲ့တဲ့ မြန်မာရေတပ်သင်္ဘောအဖြစ် မှားယွင်းမျှဝေ,https://factcheckmyanmar.afp.com/doc.afp.com.34JV7JM,Fake
146,ရေသောက်ခြင်းနဲ့သက်ဆိုင်တဲ့ ကျန်းမာရေးဆိုင်ရာအယူအဆအမှားတွေ ထပ်မံပျံ့နှံ့,https://factcheckmyanmar.afp.com/doc.afp.com.34HP8J2,Fake
147,အီဖယ်မျှော်စင်မီးလောင်ခဲ့တယ်ဆိုတဲ့ကောလာဟလ အွန်လိုင်းပေါ်ပျံ့နှံ့,https://factcheckmyanmar.afp.com/doc.afp.com.34HN3XK,Fake
148,‘ပင်လယ်နီမှာ တိုက်ခိုက်ခံရတဲ့ ဗြိတိသျှရေနံတင်သင်္ဘော’ လို့ပြောဆိုထားတဲ့ ဗီဒီယို မှားယွင်းပျံ့နှံ့,https://factcheckmyanmar.afp.com/doc.afp.com.34HD4AL,Fake
149,ပင်လယ်နီအတွင်း အမေရိကန် ကုန်တင်သင်္ဘော တိုက်ခိုက်ခံရတဲ့ဗီဒီယိုလို့ မှားယွင်းပြောဆိုထားတဲ့ ၂၀၂၁ ခုနှစ်က သီရိလင်္ကာမှာ သင်္ဘောမီးလောင်တဲ့ဗီဒီယိုအဟောင်း ပျံ့နှံ့,https://factcheckmyanmar.afp.com/doc.afp.com.34GK88F,Fake
150,ဖလော်ရီဒါပြည်နယ်၊ မိုင်ယာမီမြို့မှာ ဂြိုလ်သားဝင်ရောက်မှုဖြစ်ပေါ်ခဲ့တယ်ဆိုတဲ့ ဗီဒီယိုအမှား ပျံ့နှံ့,https://factcheckmyanmar.afp.com/doc.afp.com.34F83JM,Fake
151,မိုးမျှော်တိုက်ကြီးတွေပြိုကျတဲ့ဗီဒီယိုဟောင်းတွေကို ၂၀၂၄ ခုနှစ် ဂျပန်ငလျင်ကဆိုပြီး မှားယွင်းဖော်ပြ,https://factcheckmyanmar.afp.com/doc.afp.com.34FP8X2,Fake
152,၂၀၁၁ ခုနှစ်က ဂျပန်မှာ အိမ်တွေနဲ့လယ်မြေတွေကိုဝါးမျိုသွားတဲ့ ဆူနာမီဗီဒီယိုကို ၂၀၂၄ ခုနှစ် ဂျပန်ငလျင်အဖြစ် မှားယွင်းဖော်ပြ,https://factcheckmyanmar.afp.com/doc.afp.com.34FH27R,Fake
153,၂၀၂၁ ခုနှစ်က ဂျပန်မှာ မြေပြိုတဲ့ဗီဒီယိုကို ၂၀၂၄ ဂျပန်ငလျင်နောက်ဆက်တွဲအပျက်အစီးတွေအဖြစ် မှားယွင်းဖော်ပြ,https://factcheckmyanmar.afp.com/doc.afp.com.34AR7M8,Fake
154,၂၀၂၄ ဂျပန်ငလျင်လို့ပြောဆိုထားတဲ့ ၂၀၁၁ ခုနှစ်က ဂျပန်ဆူနာမီဖြစ်စဉ် ဗီဒီယိုအဟောင်း ပျံ့နှံ့,https://factcheckmyanmar.afp.com/doc.afp.com.349G3PG,Fake
155,ပြည်ပရောက် အမျိုးသားညီညွတ်ရေးအစိုးရ၊ နိုင်ငံခြားရေးဝန်ကြီးကို ဂျပန်ရဲတွေ ဖမ်းဆီးပြီး နိုင်ငံက မောင်းထုတ်လိုက်တယ်ဆိုတဲ့ ဗီဒီယိုအမှား ပျံ့နှံ့,https://factcheckmyanmar.afp.com/doc.afp.com.349726D,Fake
156,"""အမေရိကန်သမ္မတဂျိုးဘိုင်ဒန် လေယာဥ်ပေါ်က ဆင်းသက်စဥ်ချော်လဲ"" ဆိုတဲ့ ဗီဒီယို မှားယွင်းပျံ့နှံ့",https://factcheckmyanmar.afp.com/doc.afp.com.347V9HN,Fake
157,အာဂျင်တီးနားက တောမီးလောင်ကျွမ်းမှုဗီဒီယိုတွေကို အစ္စရေး-ဟာမက်စ်စစ်ပွဲအဖြစ် မှားယွင်းပြောဆို,https://factcheckmyanmar.afp.com/doc.afp.com.347P42V,Fake
158,၂၀၂၁ ခုနှစ်က ဂါဇာကို အီဂျစ်ကလူသားချင်းစာနာမှုဆိုင်ရာအကူအညီတွေပို့ဆောင်ခဲ့တဲ့ယာဥ်တန်းဖြစ်ပြီး ၂၀၂၃ ခုနှစ်က ဗီဒီယိုမဟုတ်ပါ,https://factcheckmyanmar.afp.com/doc.afp.com.346M3UZ,Fake
159,ရေလွှမ်းမိုးမှုကြောင့်ပျက်စီးသွားတဲ့ လစ်ဗျားကမြို့တစ်မြို့ရဲ့ ဗီဒီယိုကို ‘ဗုံးဒဏ်ကြောင့် ပျက်စီးသွားတဲ့ဂါဇာဒေသ’ဆိုပြီး မှားယွင်းဖော်ပြ,https://factcheckmyanmar.afp.com/doc.afp.com.3469289,Fake
160,တူရကီမြေငလျင်လှုပ်ခတ်မှုနောက်ပိုင်းရိုက်ကူးထားတဲ့ ဗီဒီယိုကို ‘အစ္စရေးတိုက်ခိုက်မှုကြောင့် ပျက်စီးသွားတဲ့ဂါဇာကမ်းမြှောင်ဒေသ’ဆိုပြီး မှားယွင်းပြောဆို,https://factcheckmyanmar.afp.com/doc.afp.com.343E4TC,Fake
161,၂၀၁၃ ခုနှစ်က အီဂျစ်မှာ ရိုက်ကူးထားတဲ့ ဆန္ဒပြပွဲဗီဒီယိုကို အစ္စရေး-ဟာမက်စ်စစ်ပွဲအတွင်း လူသေအလောင်းတွေလိုဟန်ဆောင်နေတဲ့ ပါလက်စတိုင်းတွေ ဆိုပြီး မှားယွင်းဖော်ပြ,https://factcheckmyanmar.afp.com/doc.afp.com.342V27A,Fake
162,အဇာဘိုင်ဂျန်က ခွဲထွက်ရေးခေါင်းဆောင်တွေ ဖမ်းဆီးခံရတဲ့ဖြစ်စဉ်ကို အစ္စရေးဗိုလ်ချုပ်တွေကို ဟာမက်စ်ဖမ်းတဲ့ဗီဒီယိုဆိုပြီး မှားယွင်းဖော်ပြ,https://factcheckmyanmar.afp.com/doc.afp.com.33ZR266,Fake
163,ဟာမက်စ်တိုက်ခိုက်မှုနောက်ပိုင်း အစ္စရေးရဲ့အခြေအနေ' ဆိုပြီး အိန္ဒိယနဲ့ နိုင်ဂျီးရီးယားနိုင်ငံက ဗီဒီယိုဟောင်းတွေမှားယွင်းပျံနှံ့,https://factcheckmyanmar.afp.com/doc.afp.com.33ZG8AT,Fake
164,အစ္စရေး-ဟားမတ်စ်ပဋိပက္ခတွေနဲ့အတူ ဆန္ဒပြပွဲဗီဒီယိုဟောင်းတစ်ခု မှားယွင်းပျံ့နှံ့,https://factcheckmyanmar.afp.com/doc.afp.com.33Z26TC,Fake
165,အာဖရိကမြောက်ပိုင်းမှာ ရိုက်ကူးထားတဲ့ မီးရှူးမီးပန်းဗီဒီယိုကို အစ္စရေး-ဟာမက်စ် ပဋိပက္ခအဖြစ် မှားယွင်းဖော်ပြ,https://factcheckmyanmar.afp.com/doc.afp.com.33YD7P2,Fake
166,အက်ရှင်ဇာတ်ကားတစ်ခုကဓာတ်ပုံကို “သေဆုံးသွားတဲ့ ကချင်လက်နက်ကိုင်တပ်သားတွေရဲ့ဓာတ်ပုံ” ဆိုပြီးမှားယွင်းဖော်ပြ,https://factcheckmyanmar.afp.com/doc.afp.com.33XT8GM,Fake
167,ကမ္ဘာ့မြောက်ခြမ်းဂရင်းလန်းကဓာတ်ပုံကို ကမ္ဘာ့တောင်ဘက်စွန်းအန္တာတိကရာသီဥတုပြောင်းလဲမှုအကြောင်းရေးသားထားတဲ့ပို့စ်များတွင် မှားယွင်းဖော်ပြ,https://factcheckmyanmar.afp.com/doc.afp.com.33XG2MM,Fake
168,ပဲကြီးလှော်နဲ့ကြက်သွန်ဖြူက လေဖြတ်တာကို ကာကွယ်နိုင်တယ်ဆိုတဲ့ ပို့စ်တွေ ကျွမ်းကျင်သူတွေ ငြင်းဆို,https://factcheckmyanmar.afp.com/doc.afp.com.33XJ8EB,Fake
169,ဒန်ဒလိုင်ယွန်ခေါ် ဒုဓလီပန်းက ကင်ဆာပျောက်ကင်းနိုင်တယ်ဆိုတဲ့အချက်ကို ကျန်းမာရေးကျွမ်းကျင်ပညာရှင်တွေ ငြင်းဆို,https://factcheckmyanmar.afp.com/doc.afp.com.33X93FE,Fake
170,ရေနွေးက ရောဂါအများအပြားကိုကုသနိုင်တယ်ဆိုတဲ့ ပို့စ်တွေကို ကျွမ်းကျင်သူတွေ ငြင်းဆို,https://factcheckmyanmar.afp.com/doc.afp.com.33WU9VW,Fake
171,အရေးပေါ်မြွေကိုက်ခံရတဲ့လူနာတွေကို အာတာလွတ်ဥနဲ့ ကုသဖို့ လုံလောက်တဲ့ သုတေသနအထောက်အထားမရှိ,https://factcheckmyanmar.afp.com/doc.afp.com.33W32FR,Fake
172,မော်ရိုကိုမှာ ငလျင်လှုပ်တဲ့အကြောင်းကို တခြားနိုင်ငံတွေမှာလှုပ်ခတ်ခဲ့တဲ့ ငလျင်ဓာတ်ပုံဟောင်းတွေနဲ့ မှားယွင်းယှဉ်တွဲဖော်ပြ,https://factcheckmyanmar.afp.com/doc.afp.com.33VH7G2,Fake
173,ယူကရိန်းမှာ ရိုက်ကူးခဲ့တဲ့ဓာတ်ပုံကို ကရင်ပြည်နယ်၊ လက်ခတ်တောင်ကပုံ ဆိုပြီး မှားယွင်းပြောဆို,https://factcheckmyanmar.afp.com/doc.afp.com.33UM263,Fake
174,တပင်တိုင်မြနန်းဥကို စားသုံးပြီး နောက်ဆုံးအဆင့်ကင်ဆာအမျိုးမျိုးကို အမြစ်ဖြတ်နိုင်တယ်ဆိုတဲ့ပို့စ်တွေကို ကျွမ်းကျင်သူတွေ ငြင်းဆို,https://factcheckmyanmar.afp.com/doc.afp.com.33UD4F7,Fake
175,အမေရိကန်နိုင်ငံက ငှက်ဖျားရောဂါကူးစက်မှုဟာ ဘီလ်ဂိတ်ဖောင်ဒေးရှင်းကြောင့်ဆိုတဲ့ မှားယွင်းပြောဆိုမှု,https://factcheckmyanmar.afp.com/doc.afp.com.33TX83L,Fake
176,ခရစ္စတီယာနိုရော်နယ်ဒို ဗုဒ္ဓဘာသာကိုကူးပြောင်းခဲ့တယ်ဆိုတဲ့ မှားယွင်းပြောဆိုမှု ပျံ့နှံ့,https://factcheckmyanmar.afp.com/doc.afp.com.33TP7V4,Fake
177,"အမျိုးသားလိင်တံကြီးထွားစေတယ်လို့ဆိုတဲ့ ""တရားမဝင်"" သံလိုက်အတွင်းခံဘောင်းဘီရောင်းချ",https://factcheckmyanmar.afp.com/doc.afp.com.33R87RA,Fake
178,ဆီးချိုကို ကြိုတင်ကာကွယ်ကုသနိုင်တယ်လို့ဆိုတဲ့ အထောက်အထားမခိုင်လုံတဲ့နို့မှုန့်ရောင်းချ,https://factcheckmyanmar.afp.com/doc.afp.com.33R468G,Fake
179,၂၀၂၁ ခုနှစ် ဆွီဒင်နိုင်ငံက ဆန္ဒပြပွဲဓာတ်ပုံကို ဖင်လန်မှာ သမ္မတဂျိုးဘိုင်ဒန်ကိုဆန့်ကျင်တဲ့ဆန္ဒပြပွဲကဆိုပြီး မှားယွင်းဖြန့်ဝေ,https://factcheckmyanmar.afp.com/doc.afp.com.33Q478J,Fake
180,ကသစ်ရွက်ကို စားသုံးပြီး ကင်ဆာကို ကုသနိုင်တယ်ဆိုတဲ့ပို့စ်အအမှားတွေ ကျွမ်းကျင်သူတွေငြင်းဆို,https://factcheckmyanmar.afp.com/doc.afp.com.33PZ6GX,Fake
181,ရေဆူဆေးပြားတွေမှာ ဆီးချိုကုသနိုင်တဲ့သက်သေအထောက်အထားမရှိဘူးလို့ ကျန်းမာရေးပညာရှင်တွေဆို,https://factcheckmyanmar.afp.com/doc.afp.com.33P6989,Fake
182,ဒီဗီဒီယိုဟာ ဖိလစ်ပိုင်စာတိုက်ရုံးမီးလောင်စဥ်ကဖြစ်ပြီး ပြင်သစ်နိုင်ငံရဲ့အကြီးဆုံးစာကြည့်တိုက်မီးလောင်မှုမဟုတ်,https://factcheckmyanmar.afp.com/doc.afp.com.33PB8AV,Fake
183,လိပ်ခေါင်းရောဂါကို ကုသနိုင်တယ်ဆိုတဲ့ ‘အထောက်အထားမဲ့’ ရေဆူဆေးပြားကြော်ငြာတွေ အွန်လိုင်းပေါ် ပျံ့နှံ့,https://factcheckmyanmar.afp.com/doc.afp.com.33NE3ML,Fake
184,သပြုပင်ရဲ့အမြစ်က ခွေးရူးပြန်ရောဂါကို ပျောက်ကင်းစေနိုင်တယ်ဆိုတဲ့ သိပ္ပံနည်းကျသက်သေအထောက်အထားမရှိ,https://factcheckmyanmar.afp.com/doc.afp.com.33M97VX,Fake
185,လေညှင်းပွင့်နဲ့သံပုရာသီးက ခြင်တွေကို ထိထိရောက်ရောက် မောင်းထုတ်နိုင်တယ်ဆိုတဲ့ပို့စ်တွေ ကျွမ်းကျင်သူတွေ ငြင်းပယ်,https://factcheckmyanmar.afp.com/doc.afp.com.33KK2TJ,Fake
186,ဆွီဒင်မှာ လိင်ဆက်ဆံတာကို အားကစားအဖြစ် သတ်မှတ်လိုက်တယ်ဆိုတဲ့ အချက်အလက်မှား,https://factcheckmyanmar.afp.com/doc.afp.com.33KE668,Fake
187,လူတွေစားသုံးဖို့ ‘ဂေါ်ဖီထုပ်အတု’ ပြုလုပ်တဲ့ ဗီဒီယို မဟုတ်ပါ,https://factcheckmyanmar.afp.com/doc.afp.com.33KD228,Fake
188,ဦးနှောက်နဲ့ ချိတ်ဆက်နိုင်တဲ့ Tesla ဖုန်းကို အီလွန်မတ်စ် ဖန်တီးထုတ်လုပ်လိုက်ပြီလို့ဆိုထားတဲ့ ဓာတ်ပုံအမှား,https://factcheckmyanmar.afp.com/doc.afp.com.33JK8G3,Fake
189,ယူကရိန်းရေကာတာကျိုးပေါက်မှုနဲ့သက်ဆိုင်မှုမရှိတဲ့ဓာတ်ပုံတွေ ပျံ့နှံ့,https://factcheckmyanmar.afp.com/doc.afp.com.33JN6QQ,Fake
190,ရန်ကုန်မှာ မိုခါမုန်တိုင်းကြောင့် ‘အိမ်တွေကျွတ်ထွက်ကုန်ပြီ’ ဆိုပြီး ဗီဒီယိုအဟောင်းတွေပျံ့နှံ့,https://factcheckmyanmar.afp.com/doc.afp.com.33GP8PT,Fake
191,‘စက်ရုပ်ဇနီး’နဲ့အတူတွေ့ရတဲ့ အီလွန်မတ်စ်လို့ ပြောဆိုထားတဲ့ နည်းပညာသုံးဓာတ်ပုံအတုများ,https://factcheckmyanmar.afp.com/doc.afp.com.33GL3PY,Fake
192,ပိုးဟပ်ဝင်နေတဲ့ အဆုပ်ဓာတ်မှန်လို့ ပြောဆိုထားတဲ့ ဖန်တီးပြုပြင်ထားတဲ့ X-Ray ပုံအမှား,https://factcheckmyanmar.afp.com/doc.afp.com.33G22VD,Fake
193,အသည်းရောဂါတွေကိုပျောက်ကင်းစေတယ်ဆိုတဲ့ မှားယွင်းပြောဆိုမှုနဲ့ ဖြည့်စွက်စာရောင်းချတဲ့ဗီဒီယို အွန်လိုင်းပေါ်ပျံ့နှံ့,https://factcheckmyanmar.afp.com/doc.afp.com.33F42K7,Fake
194,ဆီးချိုကုသဆေးဆိုပြီး မှတ်ပုံတင်မထားတဲ့ ဖြည့်စွက်စာကြော်ငြာ ပျံ့နှံ့,https://factcheckmyanmar.afp.com/doc.afp.com.33EW3YT,Fake
195,အဆိုတော်စလင်းဒီယွန်ဆေးရုံကုတင်ပေါ်ရောက်နေတဲ့ပုံစံ ပြုပြင်ထားတဲ့ဓာတ်ပုံ ပျံ့နှံ့,https://factcheckmyanmar.afp.com/doc.afp.com.33EP2DN,Fake
196,သမြားနီအပင်ကို ဆေးအဖြစ် သောက်သုံးပြီး HIV/AIDS နဲ့ ကင်ဆာရောဂါတွေကို ကုသနိုင်တယ်ဆိုတဲ့ ပို့စ်အမှားတွေ ပျံ့နှံ့,https://factcheckmyanmar.afp.com/doc.afp.com.33DZ844,Fake
197,မယ်တော်ဆေးခန်းတည်ထောင်သူ ဒေါက်တာစင်သီယာမောင်က “နှလုံးသွေးကြောရောဂါအတွက် သဘာဝဖြည့်စွက်စာ” တစ်ခုကိုထောက်ခံခဲ့တယ်ဆိုတဲ့ မှားယွင်းပြောဆိုမှု,https://factcheckmyanmar.afp.com/doc.afp.com.33DF99X,Fake
198,သင်္ကြန်မဏ္ဍပ် နဖူးစီးစာတန်းကို ပြုပြင်ထားတဲ့စာသားနဲ့ ပြန်လည်မျှဝေထားတဲ့ဓာတ်ပုံ ပျံ့နှံ့,https://factcheckmyanmar.afp.com/doc.afp.com.33DC6YZ,Fake
199,ဗီဒီယိုမှာမြင်ရတာ ရှည်မျောမျောပန်းတစ်မျိုးဖြစ်ပြီး တရုတ်မှာ တီကောင်မိုးရွာတာမဟုတ်,https://factcheckmyanmar.afp.com/doc.afp.com.33CQ7CA,Fake
200,အမေရိကန်သမ္မတဟာ ခရစ်ယာန်ဘာသာဝင်ဖြစ်ရမယ်လို့ အခြေခံဥပဒေမှာ ဖော်ပြထားတာ မရှိ,https://factcheckmyanmar.afp.com/doc.afp.com.33CD86G,Fake
201,ဒီဓာတ်ပုံတွေဟာ ၂၀၂၃ ခုနှစ် အမေရိကန်က ဘဏ်ဆန္ဒပြပွဲတွေမှာ ရိုက်ကူးခဲ့တဲ့ ဓာတ်ပုံတွေ မဟုတ်ပါ,https://factcheckmyanmar.afp.com/doc.afp.com.33CB6FP,Fake
202,အမြင်အာရုံအတွက် ဖြည့်စွက်စာတီထွင်ထုတ်လုပ်လို့ မြန်မာကျောင်းသားတစ်ဦး ဥရောပကပေးတဲ့ဆုရတယ်ဆိုတဲ့ သတင်းတု,https://factcheckmyanmar.afp.com/doc.afp.com.33C77TU,Fake
203,ဂျပန်လုပ် Smart နာရီရောင်းချမှုကြောင့် မြန်မာဈေးဝယ်စင်တာတစ်ခုမှာ လူတိုးကြိတ်မှုဖြစ်ပွားခဲ့တယ်ဆိုတဲ့ မှားယွင်းပြောဆိုမှုနဲ့ ဓာတ်ပုံဟောင်းတွေပျံ့နှံ့,https://factcheckmyanmar.afp.com/doc.afp.com.33BX9AJ,Fake
204,ထိုင်းစစ်တပ်က မြန်မာကို စစ်ကြေညာတယ်ဆိုတဲ့ အချက်အလက်မှားပျံ့နှံ့,https://factcheckmyanmar.afp.com/doc.afp.com.33BH3CE,Fake
205,တူရကီငလျင်လှုပ်ခတ်မှုဖြစ်ပွားပြီးနောက် နားလည်မှုလွဲစေတဲ့အချက်အလက်တွေနဲ့ ဓာတ်ပုံဟောင်းပျံ့နှံ့,https://factcheckmyanmar.afp.com/doc.afp.com.33AA6CZ,Fake
206,တူရကီ-ဆီးရီးယားငလျင်ကြောင့် မိခင်ဆုံးရှုံးခဲ့ရတဲ့ ကလေးတွေလို့ ပြောဆိုထားတဲ့ TikTok ဗီဒီယိုဟောင်း ပျံ့နှံ့,https://factcheckmyanmar.afp.com/doc.afp.com.339P4R3,Fake
207,Pfizer ကိုဗစ်ကာကွယ်ဆေးကို ထိုင်းနိုင်ငံက ပိတ်ပင်လိုက်တယ်ဆိုတဲ့ မှားယွင်းပြောဆိုမှု ထိုင်းကျန်းမာရေးအာဏာပိုင်တွေ ငြင်းဆို,https://factcheckmyanmar.afp.com/doc.afp.com.339F4EQ,Fake
208,တူရကီနဲ့ ဆီးရီးယားငလျင်ဆိုတဲ့ မှားယွင်းပြောဆိုမှုနဲ့ ဂျပန်နိုင်ငံက ဗီဒီယိုဟောင်း အွန်လိုင်းပေါ်ပျံ့နှံ့,https://factcheckmyanmar.afp.com/doc.afp.com.339A8N6,Fake
209,တူရကီ-ဆီးရီးယားငလျင် “ဆူနာမီ”ဆိုပြီး မှားယွင်းပြောဆိုမှုနဲ့ တောင်အာဖရိက ဗီဒီယိုဟောင်း ပျံ့နှံ့,https://factcheckmyanmar.afp.com/doc.afp.com.33969D6,Fake
210,၂၀၂၃ ခုနှစ်မှာ PDF တွေပစ်ချတဲ့ စစ်ရဟတ်ယာဉ်ဆိုပြီး ဓာတ်ပုံဟောင်း မှားယွင်းပျံ့နှံ့,https://factcheckmyanmar.afp.com/doc.afp.com.338X3NR,Fake
211,ဒီဗီဒီယိုထဲက အဆောက်အအုံပြိုကျမှုဟာ ဆော်ဒီအာရေဗျမှာဖြစ်ပြီး တူရကီငလျင်နဲ့ မသက်ဆိုင်,https://factcheckmyanmar.afp.com/doc.afp.com.338X2ZQ,Fake
212,PDF တပ်ဖွဲ့ ပစ်ခတ်မှုကြောင့် မြန်မာစစ်တပ် ရဟတ်ယာဉ် ပျက်ကျသွားဆိုတဲ့ မှားယွင်းပြောဆိုမှုနဲ့ ဗီဒီယိုဟောင်း ပျံ့နှံ့,https://factcheckmyanmar.afp.com/doc.afp.com.338U99X,Fake
213,တူရကီမှာ ၂၀၂၃ ခုနှစ်၊ ဖေဖော်ဝါရီလက ငလျင်လှုပ်ပြီးနောက် ရိုက်ကူးထားတဲ့ပုံဆိုတဲ့စာသားနဲ့ ဓာတ်ပုံဟောင်း ပျံ့နှံ့,https://factcheckmyanmar.afp.com/doc.afp.com.338R4PK,Fake
214,တင်ပါးဆုံရိုးတစ်ခုတည်းကိုပဲကြည့်ပြီး အဖိုအမခွဲခြားလို့မရဘူးလို့ ပညာရှင်တွေပြော,https://factcheckmyanmar.afp.com/doc.afp.com.337F8N9,Fake
215,၂၀၂၃ ခုနှစ် နီပေါလေယာဥ်ပျက်ကျမှုသတင်းနဲ့အတူ ဓာတ်ပုံဟောင်းတွေ မှားယွင်းပျံ့နှံ့,https://factcheckmyanmar.afp.com/doc.afp.com.337D7AJ,Fake
216,ပင်မဆဲလ်အရှင်ပါဝင်တယ်လို့ဆိုတဲ့ဆေးတောင့်တွေနဲ့ ရောဂါကုသနိုင်ခြင်းမရှိလို့ ကျွမ်းကျင်ပညာရှင်တွေဆို,https://factcheckmyanmar.afp.com/doc.afp.com.33788MH,Fake
217,ရေနွေးပုံမှန်သောက်သုံးရင် ရောဂါမျိုးစုံကို ကုသပျောက်ကင်းစေနိုင်တယ်ဆိုတဲ့ မှားယွင်းပြောဆိုချက်ကို ကျန်းမာရေးကျွမ်းကျင်သူတွေ ငြင်းဆို,https://factcheckmyanmar.afp.com/doc.afp.com.3378769,Fake
218,အိုမီခရွန် XBB မျိုးကွဲက ဒဲလ်တာမျိုးကွဲထက် ငါးဆပိုပြင်းထန်တယ်လို့ပြောဆိုထားတဲ့ နားလည်မှုလွဲစေတဲ့ပို့စ်တွေ ပျံ့နှံ့,https://factcheckmyanmar.afp.com/doc.afp.com.336J2TH,Fake
219,မက်ဆီကိုဂုဏ်ပြုတဲ့အနေနဲ့ ငွေစက္ကူထုတ်ဝေတယ်ဆိုတဲ့ အချက်အလက်မှားဓာတ်ပုံတွေ ကမ္ဘာတဝန်းပျံ့နှံ့,https://factcheckmyanmar.afp.com/doc.afp.com.336888T,Fake
220,‘ဒူလာရောဂါ ပျောက်ကင်းစေတယ်’ ဆိုတဲ့မှားယွင်းပြောဆိုမှုနဲ့အတူ တရားမဝင်နို့မှုန့်တစ်မျိုးကို ကြော်ငြာထားတဲ့ပို့စ် ပျံ့နှံ့,https://factcheckmyanmar.afp.com/doc.afp.com.334U3HN,Fake
221,အစာအိမ်ရောဂါကို ပျောက်ကင်းစေနိုင်တယ်ဆိုပြီး တရားမဝင်နနွင်းနို့ကို မှားယွင်းဖော်ပြရောင်းချနေတဲ့ပို့စ် ပျံ့နှံ့,https://factcheckmyanmar.afp.com/doc.afp.com.32ZT8Y2,Fake
222,မြန်မာနိုင်ငံမှာ ပျံ့နှံ့နေတဲ့ “အဆီကျကော်ဖီ” ဟာ စားသုံးသူတွေကို အန္တရာယ်ဖြစ်စေနိုင်တယ်လို့ ကျန်းမာရေးအာဏာပိုင်တွေ သတိပေး,https://factcheckmyanmar.afp.com/doc.afp.com.32ZA6LY,Fake
223,ရေနွေးပူထဲ ငရုတ်မှုန့်ထည့်သောက်ပြီး နှလုံးဖောက်တာကို ကယ်တင်နိုင်တယ်ဆိုတဲ့ ကုထုံးအမှား ပျံ့နှံ့,https://factcheckmyanmar.afp.com/doc.afp.com.32VB72G,Fake
224,၂၀၂၂ ကမ္ဘာ့ဖလားပွဲမှာ ကိုရ်အာန်ကျမ်းစာကိုရွတ်ဖတ်ပြီး ဖွင့်ပွဲလုပ်တယ်လို့ဆိုတဲ့အချက်အလက်မှားဗီဒီယိုပျံ့နှံ့,https://factcheckmyanmar.afp.com/doc.afp.com.32RT2W3,Fake
225,ဘရာဇီးနိုင်ငံက “အမျိုးသမီးသီးသန့်”ရွာလေးဆိုတဲ့ မှားယွင်းပြောဆိုမှု အွန်လိုင်းပေါ်ပျံ့နှံ့,https://factcheckmyanmar.afp.com/doc.afp.com.32PC8G3,Fake
226,ပါကစ္စတန်ဝန်ကြီးချုပ်ဟောင်း Imran Khan သေနတ်ပစ်ခတ်ခံရပြီးနောက် ဓာတ်ပုံဟောင်းမှားယွင်းပျံ့နှံ့,https://factcheckmyanmar.afp.com/doc.afp.com.32N294B,Fake
227,ထိုင်းနိုင်ငံ ဗုံးပေါက်ကွဲမှုကြောင့် ထိုင်း-မြန်မာနယ်စပ်မှာ အရေးပေါ်ညွှန်ကြားချက်ထုတ်ပြန်ထားတယ်ဆိုတဲ့ သတင်းမှား ပျံ့နှံ့,https://factcheckmyanmar.afp.com/doc.afp.com.32LR4Z9,Fake
228,ခပ်ပြင်းပြင်းချောင်းဆိုးလိုက်ခြင်းဖြင့် ရုတ်တရက်နှလုံးဖောက်တာကို ကာကွယ်နိုင်တယ်ဆိုတဲ့ ပို့စ်အမှားတွေ ပျံ့နှံ့,https://factcheckmyanmar.afp.com/doc.afp.com.32LM426,Fake
229,လူနဲ့တူတဲ့ထူးဆန်းတဲ့သတ္တဝါ မန္တလေးမှာတွေ့တယ်ဆိုတဲ့ အချက်အလက်မှားဓာတ်ပုံပျံ့နှံ့,https://factcheckmyanmar.afp.com/doc.afp.com.32LM3VW,Fake
230,ဖျားနေတဲ့ကလေးရဲ့ကိုယ်ပေါ် ကြက်ဥပြုတ်လှိမ့်ပေးရင် အဖျားပျောက်တယ်ဆိုတဲ့ နားလည်မှုလွဲစေတဲ့ပို့စ်တွေ ပျံ့နှံ့,https://factcheckmyanmar.afp.com/doc.afp.com.32LK4QZ,Fake
231,ဘင်္ဂလားဒေ့ရှ်ရဲတပ်ဖွဲ့တွေက ဒုက္ခသည်စခန်းမှာ AA တပ်ဖွဲ့ဝင်တွေကိုရှာဖွေနေတယ်ဆိုပြီး ဓာတ်ပုံဟောင်းမှားယွင်း ပျံ့နှံ့,https://factcheckmyanmar.afp.com/doc.afp.com.32KN6PK,Fake
232,တိုင်ပေ ၁၀၁ မိုးမျှော်တာဝါကြီး ငလျင်လှုပ်လို့ ယိမ်းထိုးနေတာဆိုတဲ့ ဗီဒီယိုအမှားပျံ့နှံ့,https://factcheckmyanmar.afp.com/doc.afp.com.32KA37J,Fake
233,၂၀၂၂ မှာ သမ္မတပူတင်ကို လုပ်ကြံဖို့ကြိုးစားတဲ့မြင်ကွင်းလို့ ပြောဆိုထားတဲ့ပုံဟောင်းတွေ မှားယွင်းပျံ့နှံ့,https://factcheckmyanmar.afp.com/doc.afp.com.32K49Y8,Fake
234,၂၀၂၂ ခုနှစ်၊ စက်တင်ဘာ ထိုင်ဝမ်ငလျင်လှုပ်ခတ်မှုလို့ ဆိုထားတဲ့ ဓာတ်ပုံဟောင်းမှားယွင်းပျံ့နှံ့,https://factcheckmyanmar.afp.com/doc.afp.com.32JT6HN,Fake
