id,news,url,label,source_domain
187,ရန်ကုန်တိုင်း ရခိုင်တိုင်းရင်းသားရေးရာ ဝန်ကြီးနေရာတွင် တစ်သီးပုဂ္ဂလ ကိုယ်စားလှယ်လောင်းအနေဖြင့် ဝင်ရောက်ယှဉ်ပြိုင်မည်ဟု အမျိုးသားလွှတ်တော်ကိုယ်စားလှယ် ဒေါ်ထုမေ ပြောကြား,https://news-eleven.com/article/183947,0,news-eleven.com
188,မြန်မာနိုင်ငံတစ်ဝန်း စစ်ကောင်စီတပ်ဖွဲ့ဝင် ၁၆၉ ဦးသေဆုံး,https://yktnews.com/2025/08/224792/,0,yktnews.com
189,■ တောင်ကိုရီးယားသမ္မတကတော်ဟောင်း ကင်ကွန်ဟီ ဖမ်းဆီးခံရ  ■...,https://news-eleven.com/article/305286,0,news-eleven.com
190,မော်ချီးဖက် လေကြောင်းတိုက်ခိုက်မှုအတွင်း KNDF ( ၁၇) ဦးသေဆုံးဆိုပြီး ဗီဒီယိုနဲ့ စစ်ကောင်စီ ဝါဒဖြန့်ချိ,https://myanmarfactcheckingnetwork.org/2025/08/19/%e1%80%99%e1%80%b1%e1%80%ac%e1%80%ba%e1%80%81%e1%80%bb%e1%80%ae%e1%80%b8%e1%80%96%e1%80%80%e1%80%ba-%e1%80%9c%e1%80%b1%e1%80%80%e1%80%bc%e1%80%b1%e1%80%ac%e1%80%84%e1%80%ba%e1%80%b8%e1%80%90%e1%80%ad/,1,myanmarfactcheckingnetwork.org
191,အသည်းရောဂါတွေကိုပျောက်ကင်းစေတယ်ဆိုတဲ့ မှားယွင်းပြောဆိုမှုနဲ့ ဖြည့်စွက်စာရောင်းချတဲ့ဗီဒီယို အွန်လိုင်းပေါ်ပျံ့နှံ့,https://factcheckmyanmar.afp.com/doc.afp.com.33F42K7,1,factcheckmyanmar.afp.com
192,အမျိုးသားကာကွယ်ရေးနှင့် လုံခြုံရေးကောင်စီက တပ်မတော်ကာကွယ်ရေးဦးစီးချုပ်ထံ နိုင်ငံတော်အာဏာ လွှဲအပ်ဆောင်ရွက်စေခဲ့သည့် အမိန့်အား ပယ်ဖျက်,https://news-eleven.com/article/304914,0,news-eleven.com
193,မြန်မာနိုင်ငံသို့ ခေတ္တပြန်လည်ခေါ်ယူထားသည့် သံအမတ်ကြီးများ၊ သံရုံးယာယီတာဝန်ခံများ၊ ကောင်စစ်ဝန်ချုပ်များအား ပြည်ထောင်စုဝန်ကြီးအချို့နှင့် ဒုတိယဝန်ကြီးအချို့ တွေ့ဆုံ၍ ပြည်ပရောက်မြန်မာလုပ်သားများ ကူညီစောင့်ရှောက်ပေးရေးအပါအဝင် နိုင်ငံတကာ ပူးပေါင်းဆောင်ရွက်မှုမြှင့်တင်ရေးဆိုင်ရာကိစ္စရပ်များ ဆွေးနွေး,https://news-eleven.com/article/288528,0,news-eleven.com
194,စစ်သုံ့ပန်းများကို PNO မှ သတ်ဖြတ်သည့် ရုပ်သံကို ဖန်တီးရိုက်ကူးသည်ဟု ​လော်ဘီများ သတင်းတုဖြန့်,https://bur.mizzima.com/2025/06/04/57786,1,bur.mizzima.com
195,ဂျပန်တွင် တွစ်တာလူသတ်သမားဟု လူသိများသည့် တရားခံကို စီရင်ကွပ်မျက်,https://news-eleven.com/article/303949,0,news-eleven.com
196,သတင်း,https://myanmar-now.org/mm/news/category/news/page/6/,0,myanmar-now.org
197,LA မီးလောင်ကျွမ်းမှုကဆိုပြီး မီးလောင်ဒဏ်ရာနဲ့ကြောင်တစ်ကောင်ရဲ့ဓာတ်ပုံ မှားယွင်းပျံ့နှံ့,https://factcheckmyanmar.afp.com/doc.afp.com.36WX4FT,1,factcheckmyanmar.afp.com
198,လွိုင်လင်လေးမြို့နယ်ရှိ ထီးစဲခါးကျောင်းတိုက်ဆရာတော်အား အကြမ်းဖက် KNDF/PDF များမှ ရက်ရက်စက်စက် သတ်ဖြတ် ဆိုပြီး ဝါဒဖြန့်,https://myanmarfactcheckingnetwork.org/2024/12/03/%e1%80%9c%e1%80%bd%e1%80%ad%e1%80%af%e1%80%84%e1%80%ba%e1%80%9c%e1%80%84%e1%80%ba%e1%80%9c%e1%80%b1%e1%80%b8%e1%80%99%e1%80%bc%e1%80%ad%e1%80%af%e1%80%b7%e1%80%94%e1%80%9a%e1%80%ba%e1%80%9b%e1%80%be/,1,myanmarfactcheckingnetwork.org
199,ဉာဏ်ရည်တုနည်းပညာ (AI) နဲ့ဖန်တီးထားတဲ့ အော်စကာရုပ်ထုဓာတ်ပုံကို LA တောမီးကဆိုပြီး မှားယွင်းမျှဝေ,https://factcheckmyanmar.afp.com/doc.afp.com.36X27T9,1,factcheckmyanmar.afp.com
200,အာဖရိက သုံးနိုင်ငံခရီးစဉ်အတွင်း တရုတ်နိုင်ငံခြားရေးဝန်ကြီး ဝမ်ယိ...,https://news-eleven.com/article/223390,0,news-eleven.com
201,Ha Long Bay မှာ လူအသေအပျောက်ရှိခဲ့တဲ့ သင်္ဘောနစ်မြုပ်မှုကဆိုပြီး ဗီဒီယိုဟောင်းတစ်ခု မှားယွင်းပျံ့နှံ့,https://factcheckmyanmar.afp.com/doc.afp.com.686C2NQ,1,factcheckmyanmar.afp.com
202,သမ္မတလုပ်ပြီး နောက်ထက် ၁၀ နှစ် အာဏာ မတရားရာယူဖို့ မင်းအောင်လှိုင်ရည်ရွယ် နေတာလား,https://yktnews.com/2022/08/29182/,0,yktnews.com
203,ဂျပန်မှာ တိုင်ဖွန်းမုန်တိုင်းကြောင့် ပျက်စီးမှုများဆိုတဲ့ ရုပ်သံဖိုင် အမှား,https://bur.mizzima.com/2025/07/13/61920,1,bur.mizzima.com
204,တန်ဖိုးကြီး ကားကံစမ်းမဲ လိမ်လည်မှုများ,https://myanmarfactcheckingnetwork.org/2025/01/13/%e1%80%90%e1%80%94%e1%80%ba%e1%80%96%e1%80%ad%e1%80%af%e1%80%b8%e1%80%80%e1%80%bc%e1%80%ae%e1%80%b8-%e1%80%80%e1%80%ac%e1%80%b8%e1%80%80%e1%80%b6%e1%80%85%e1%80%99%e1%80%ba%e1%80%b8%e1%80%99%e1%80%b2/,1,myanmarfactcheckingnetwork.org
205,ပြည်သူတွေကို လက်နက်ဖြင့် ခြိမ်းခြောက်ဆက်ကြေးကောက်သည့် PNLA အဖွဲ့ဝင် ၂ ဦးကိုရှင်းလင်းလိုက်ကြောင်း သတင်းအမှားဖြန့်,https://myanmarfactcheckingnetwork.org/2025/01/15/%e1%80%95%e1%80%bc%e1%80%8a%e1%80%ba%e1%80%9e%e1%80%b0%e1%80%90%e1%80%bd%e1%80%b1%e1%80%80%e1%80%ad%e1%80%af-%e1%80%9c%e1%80%80%e1%80%ba%e1%80%94%e1%80%80%e1%80%ba%e1%80%96%e1%80%bc%e1%80%84%e1%80%b7/,1,myanmarfactcheckingnetwork.org
206,မွမ်ဘိုင်းတိုက်ခိုက်မှုများကို စီစဉ်ညွှန်ကြားသူဟု...,https://news-eleven.com/article/123146,0,news-eleven.com
207,ရွှေရေကြည် သပိတ်စစ်ကြောင်းက စစ်အာဏာရှင် ဆန့်ကျင်ရေး ချီတက် ဆန္ဒပြ,https://yktnews.com/2025/08/225565/,0,yktnews.com
208,လေညှင်းပွင့်နဲ့သံပုရာသီးက ခြင်တွေကို ထိထိရောက်ရောက် မောင်းထုတ်နိုင်တယ်ဆိုတဲ့ပို့စ်တွေ ကျွမ်းကျင်သူတွေ ငြင်းပယ်,https://factcheckmyanmar.afp.com/doc.afp.com.33KK2TJ,1,factcheckmyanmar.afp.com
209,မိုးဗြဲ PDF အမှတ် ၁၀၀၁ တပ်ရင်း လေးနှစ်ပြည့်ထုတ်ပြန်ချက်ကို တလွှဲအသုံးချပြီး စစ်ကောင်စီလော်ဘီများ ဝါဒဖြန့်ချ,https://myanmarfactcheckingnetwork.org/2025/06/21/%e1%80%99%e1%80%ad%e1%80%af%e1%80%b8%e1%80%97%e1%80%bc%e1%80%b2-pdf-%e1%80%a1%e1%80%99%e1%80%be%e1%80%90%e1%80%ba-%e1%81%81%e1%81%80%e1%81%80%e1%81%81-%e1%80%90%e1%80%95%e1%80%ba%e1%80%9b%e1%80%84/,1,myanmarfactcheckingnetwork.org
210,ငလျင်ဘေးနဲ့ ပတ်သက်ပြီး ငိုနေတဲ့တရုတ်ကယ်ဆယ်ရေးသမားရုပ်သံဟောင်းကို အသုံးပြုပြီး ဖြန့်ဝေနေတဲ့သတင်းမှား,https://myanmarfactcheckingnetwork.org/2025/04/02/%e1%80%84%e1%80%9c%e1%80%bb%e1%80%84%e1%80%ba%e1%80%98%e1%80%b1%e1%80%b8%e1%80%94%e1%80%b2%e1%80%b7-%e1%80%95%e1%80%90%e1%80%ba%e1%80%9e%e1%80%80%e1%80%ba%e1%80%95%e1%80%bc%e1%80%ae%e1%80%b8/,1,myanmarfactcheckingnetwork.org
211,မုံစီးရွာတွင် MNDAA ကို ဆန္ဒပြခဲ့သည့် KIA များ ပစ်သတ်ခံရ ဆိုသည့် သတင်းအမှား,https://myanmarfactcheckingnetwork.org/2025/03/10/%e1%80%99%e1%80%af%e1%80%b6%e1%80%85%e1%80%ae%e1%80%b8%e1%80%9b%e1%80%bd%e1%80%ac%e1%80%90%e1%80%bd%e1%80%84%e1%80%ba-mndaa-%e1%80%80%e1%80%ad%e1%80%af-%e1%80%86%e1%80%94%e1%80%b9%e1%80%92%e1%80%95/,1,myanmarfactcheckingnetwork.org
212,ပါကစ္စတန်တွင် မုတ်သုံမိုးကြောင့် သေဆုံးသူ ၃၄၄ ဦးထက်မနည်းရှိလာ,https://news-eleven.com/article/305359,0,news-eleven.com
213,စစ်ကောင်စီဖမ်းဆီသတ်ဖြတ်ခဲ့တဲ့ပြည်သူ၄ဦးကို PDFလက်ချက်လို့ ရေးသားဖြန့်ဝေနေတဲ့သတင်းမှား,https://myanmarfactcheckingnetwork.org/2024/12/12/%e1%80%85%e1%80%85%e1%80%ba%e1%80%80%e1%80%b1%e1%80%ac%e1%80%84%e1%80%ba%e1%80%85%e1%80%ae%e1%80%96%e1%80%99%e1%80%ba%e1%80%b8%e1%80%86%e1%80%ae%e1%80%9e%e1%80%90%e1%80%ba%e1%80%96%e1%80%bc%e1%80%90/,1,myanmarfactcheckingnetwork.org
214,မဟာဗျူဟာ စီမံကိန်းကြီးများအတွက် ဒေသတည်ငြိမ်ရေးခေါင်းစဥ်ဖြင့် အကြမ်းဖက် မြန်မာစစ်ကောင်စီဘက်မှ လောင်းကြေးထပ်လိုက်သည့် တရုတ်,https://yktnews.com/2022/07/24836/,0,yktnews.com
215,ဆော်ဒီဘုရားဖူးသွားတဲ့ လေယာဉ်ပျက်ကျတယ်ဆိုတဲ့ ရုပ်သံဖိုင်အမှား,https://bur.mizzima.com/2025/05/29/57374,1,bur.mizzima.com
216,မန္တလေးမြို့တွင် ဖခင်ထံ သားဖြစ်သူမှ ပိုက်ဆံတောင်းရာမှတဆင့် ရန်ဖြစ်ထိုးကြိတ်မှု ဖြစ်ပွားပြီး အိမ်မီးရှို့မှု ဖြစ်ပွား,https://news-eleven.com/article/296876,0,news-eleven.com
217,ကာဇက်စတန်အာဏာရပါတီက နာဇာဘေယက်၏ သစ္စာခံ တိုကာယက်ကို...,https://news-eleven.com/article/101998,0,news-eleven.com
218,မြိတ်-ထားဝယ်လမ်းတွင် စစ်ရေးတင်းမာနေချိန် ဝင်းဝတံတားကို KNU၊ PDF ဗုံးခွဲဟု သတင်းအမှားဖြန့်,https://myanmarfactcheckingnetwork.org/2025/05/14/%e1%80%99%e1%80%bc%e1%80%ad%e1%80%90%e1%80%ba-%e1%80%91%e1%80%ac%e1%80%b8%e1%80%9d%e1%80%9a%e1%80%ba%e1%80%9c%e1%80%99%e1%80%ba%e1%80%b8%e1%80%90%e1%80%bd%e1%80%84%e1%80%ba-%e1%80%85%e1%80%85%e1%80%ba/,1,myanmarfactcheckingnetwork.org
219,ရေဘေးသင့်မိဘများအား ကယ်ဆယ်နေသော လူငယ်တစ်ဦးကို PDF သတ်ဖြတ်ဟု စစ်ကောင်စီဝါဒ ဖြန့်သူများ သတင်းအမှားဖြန့်,https://myanmarfactcheckingnetwork.org/2024/09/19/%e1%80%9b%e1%80%b1%e1%80%98%e1%80%b1%e1%80%b8%e1%80%9e%e1%80%84%e1%80%b7%e1%80%ba%e1%80%99%e1%80%ad%e1%80%98%e1%80%99%e1%80%bb%e1%80%ac%e1%80%b8%e1%80%a1%e1%80%ac%e1%80%b8-%e1%80%80%e1%80%9a%e1%80%ba/,1,myanmarfactcheckingnetwork.org
220,ရှမ်းတောင်PDFအကြမ်းဖက်အဖွဲ့ SSLRUနှင့်SSRY အတင်းအဓမ္မလူသစ်စုဆောင်းခံရတဲ့ ၁၇နှစ်အရွယ် ရဲဘော်ခန့်အပါအဝင် ၁၅ ဦး သေဆုံးဆိုပြီး ဝါဒဖြန့်ချိတဲ့ သတင်းအမှား,https://myanmarfactcheckingnetwork.org/2025/02/02/%e1%80%9b%e1%80%be%e1%80%99%e1%80%ba%e1%80%b8%e1%80%90%e1%80%b1%e1%80%ac%e1%80%84%e1%80%bapdf%e1%80%a1%e1%80%80%e1%80%bc%e1%80%99%e1%80%ba%e1%80%b8%e1%80%96%e1%80%80%e1%80%ba%e1%80%a1%e1%80%96/,1,myanmarfactcheckingnetwork.org
221,ဘင်္ဂလားဒေ့ရှ်တိုက်လေယာဥ်ပျက်ကျမှုကဆိုပြီး AI နဲ့ ဖန်တီးထားတဲ့ ရုပ်ပုံတွေ မှားယွင်းပျံ့နှံ့,https://factcheckmyanmar.afp.com/doc.afp.com.692Z3ZQ,1,factcheckmyanmar.afp.com
222,အင်ဒိုနီးရှားက စက်လှေမတော်တဆမှုဗီဒီယိုကို မြန်မာနိုင်ငံကဆိုပြီး မှားယွင်းမျှဝေ,https://factcheckmyanmar.afp.com/doc.afp.com.69HK463,1,factcheckmyanmar.afp.com
223,■ နော်ဝေအိမ်ရှေ့မိဖုရား၏အကြီးဆုံးသား အဓမ္မပြုကျင့်မှုများအပါအဝင်...,https://news-eleven.com/article/305404,0,news-eleven.com
224,အိန္ဒိယနှင့် တင်းမာမှုမြင့်တက်နေစဉ်အတွင်း ပါကစ္စတန်က...,https://news-eleven.com/article/302480,0,news-eleven.com
225,၂၀၂၀ အထွေထွေရွေးကောက်ပွဲတွင် ‘‘၀’’ အမျိုးသားပါတီအနေဖြင့် မြို့နယ်ပေါင်း ၁၀ မြို့နယ်၌ ကိုယ်စားလှယ်လောင်း ၂၃ နေရာခန့် ဝင်ရောက်ပြိုင်ရန်လျာထား,https://news-eleven.com/article/183747,0,news-eleven.com
226,မြောက်ဦး လေကြောင်းတိုက်ခိုက်ခံရမှုတွင် သေဆုံးခဲ့သူများသည် စစ်သုံ့ပန်းများမဟုတ်ဘဲ အေအေနှင့် CDM ဝန်ထမ်းများ ဟုဆိုသည့် သတင်းအမှား,https://myanmarfactcheckingnetwork.org/2025/01/20/%e1%80%99%e1%80%bc%e1%80%b1%e1%80%ac%e1%80%80%e1%80%ba%e1%80%a6%e1%80%b8-%e1%80%9c%e1%80%b1%e1%80%80%e1%80%bc%e1%80%b1%e1%80%ac%e1%80%84%e1%80%ba%e1%80%b8%e1%80%90%e1%80%ad%e1%80%af%e1%80%80%e1%80%ba/,1,myanmarfactcheckingnetwork.org
227,■ Air Asia လေကြောင်းလိုင်း တောင်ကိုရီးယားတွင် လေဆိပ်...,https://news-eleven.com/article/305311,0,news-eleven.com
228,အမေရိကန်တွင် ရိုက်နှက်ခံရပြီး သေဆုံးခဲ့သူ ချင်းလူငယ်ကို လော်ဘီများက လှောင်ပြောင်သတင်းတုဖြန့်,https://bur.mizzima.com/2025/06/13/58687,1,bur.mizzima.com
229,AA အဖွဲ့၏ အကြမ်းဖက်လုပ်ရပ်များမှ ကာကွယ်တားဆီးရန် ရခိုင်နှင့် ချင်းပြည်နယ်ရှိ မြို့နယ်အချို့တွင် အင်တာနက် ယာယီဖြတ်တောက်ရဟု နိုင်ငံခြားရေးဝန်ကြီးဌာန ထုတ်ပြန်,https://news-eleven.com/article/181973,0,news-eleven.com
230,ပင်မဆဲလ်အရှင်ပါဝင်တယ်လို့ဆိုတဲ့ဆေးတောင့်တွေနဲ့ ရောဂါကုသနိုင်ခြင်းမရှိလို့ ကျွမ်းကျင်ပညာရှင်တွေဆို,https://factcheckmyanmar.afp.com/doc.afp.com.33788MH,1,factcheckmyanmar.afp.com
231,အမေရိကန်သမ္မတ ဒေါ်နယ်ထရန့်က မြို့တော်ဝါရှင်တန်သို့...,https://news-eleven.com/article/305245,0,news-eleven.com
232,TNLA က PDF လူငယ်တွေကို ရက်ရက်စက်စက် သတ်ဖြတ်ခဲ့တယ်ဆိုတဲ့ ရုပ်သံဖိုင်အမှား,https://bur.mizzima.com/2025/05/21/56591,1,bur.mizzima.com
233,ဗဟိုဘဏ်က နိုင်ငံခြားငွေလဲနှုန်း တစ်ဒေါ်လာ ကျပ် ၂၁၀၀ သတ်မှတ်ထားပြီး ပြင်ပစျေးကွက်တွင် တစ်ဒေါ်လာ ကျပ် ၃၄၀၀ ဝန်းကျင်ရှိနေ,https://news-eleven.com/article/254172,0,news-eleven.com
234,ဘီးလင်း၊ မင်းစောရွာဘုန်းကြီးကျောင်း လေကြောင်းတိုက်ခိုက်ခံရမှုအပေါ် စစ်ကောင်စီကတန်ပြန်လွှင့်သည့် သတင်းအမှား,https://myanmarfactcheckingnetwork.org/2025/04/20/%e1%80%98%e1%80%ae%e1%80%b8%e1%80%9c%e1%80%84%e1%80%ba%e1%80%b8%e1%81%8a-%e1%80%99%e1%80%84%e1%80%ba%e1%80%b8%e1%80%85%e1%80%b1%e1%80%ac%e1%80%9b%e1%80%bd%e1%80%ac%e1%80%98%e1%80%af%e1%80%94%e1%80%ba/,1,myanmarfactcheckingnetwork.org
235,ညောင်ရွှေမြို့နယ် ပြည်သူပိုင်ပစ္စည်းများနှင့် နေအိမ်များအား PDF တပ်ဖွဲ့က ဖောက်ထွင်းခိုးယူနေဟု သတင်းအမှားဖြန့်,https://myanmarfactcheckingnetwork.org/2025/02/25/%e1%80%8a%e1%80%b1%e1%80%ac%e1%80%84%e1%80%ba%e1%80%9b%e1%80%bd%e1%80%be%e1%80%b1%e1%80%99%e1%80%bc%e1%80%ad%e1%80%af%e1%80%b7%e1%80%94%e1%80%9a%e1%80%ba-%e1%80%95%e1%80%bc%e1%80%8a%e1%80%ba%e1%80%9e/,1,myanmarfactcheckingnetwork.org
236,AA က တပ်သားသစ်အဖြစ် စုဆောင်းထားတဲ့ ကလေးငယ် တိုက်ပွဲမှာ သေဆုံးတယ်ဆိုတဲ့ သတင်းမှား,https://bur.mizzima.com/2025/04/01/51763,1,bur.mizzima.com
237,သြဂုတ် ၃၁ ရက်တွင် ရန်ကုန်ရွှေအသင်းက ရည်ညွှန်းစျေး တစ်ကျပ်သားလျှင် ကျပ် ၂၂၉၁၄၀၀ သတ်မှတ်,https://news-eleven.com/article/252965,0,news-eleven.com
238,ဧရာဝတီနှင့် ပဲခူးရှိ ရေနံတွင်းဟောင်းများကို ပြည်တွင်းကုမ္ပဏီများ လုပ်ကိုင်ခွင့်ရ,https://myanmar-now.org/mm/news/66062/,0,myanmar-now.org
239,မြောက်ကိုရီးယားနှင့် စစ်ဘက်ဆိုင်ရာ...,https://news-eleven.com/article/305319,0,news-eleven.com
240,ရန်ကုန်မြို့တွင် စိတ်ကြွမူးယစ် ဆေးပြားများ စံချိန်တင် စစ်ဆေးတွေ့ရှိခဲ့သည့် ဖြစ်စဉ်များနှင့် ဆက်နွှယ်သူ ၁၂ ဦးအနက် တစ်ဦးအား မြဝတီနယ်စပ်တွင် ဖမ်းဆီးရမိဟု သိရ,https://news-eleven.com/article/264411,0,news-eleven.com
241,တိုင်ဖွန်းသတိပေးချက် ထုတ်ပြန်မှု နှောင့်နှေးခဲ့သည့်အတွက် မကာအို...,https://news-eleven.com/international/7838,0,news-eleven.com
242,တနင်္သာရီတိုင်း ပုလောမြို့တွင် စက်လှေမှောက်သဖြင့် ကျောင်းသား၊ ကျောင်းသူများအပါအဝင် လူအများအပြား ပျောက်ဆုံးနေပြီး ရုပ်အလောင်းအချို့ တွေ့ရှိထား,https://news-eleven.com/article/296657,0,news-eleven.com
243,ပြည်သူ့စစ်မှုထမ်းဥပဒေအရ နိုင်ငံတော်ကာကွယ်ရေးတာဝန်ထမ်းဆောင်မည့်သူများ သင်တန်းပြီးပါက မိမိရပ်ရွာဒေသရှိ လုံခြုံရေးဆိုင်ရာ တပ်ဖွဲ့များတွင်သာ အဓိက တာဝန်ထမ်းဆောင်စေရန် ရည်ရွယ်ထားကြောင်း နစက ပြောရေးဆိုခွင့်ရှိသူ ပြောကြား,https://news-eleven.com/article/288482,0,news-eleven.com
244,ရုရှားက နှစ်သစ်ကူးညတွင် ယူကရိန်း၏မြို့တော်ကိယက်ဗ်နှင့်...,https://news-eleven.com/article/242477,0,news-eleven.com
245,မိုးဗြဲတိုက်ပွဲအတွင်း FBR ၏ ကယ်ဆယ်မှုကို “ဘာသာရေးစစ်ပွဲ” အသွင် သတင်းမှားဖြန့်,https://bur.mizzima.com/2025/07/04/61077,1,bur.mizzima.com
246,BRI ညီလာခံတွင် မြန်မာ့ရေပြင်မှဖမ်းဆီးရရှိသည့် ရေထွက်ကုန်နှင့် မွေးမြူရေးရေထွက်ကုန် ပစ္စည်းများ တရုတ်နိုင်ငံသို့ တင်ပို့ရေးဆိုင်ရာ သဘောတူစာချုပ်ချုပ်ဆိုမည်,https://news-eleven.com/article/253633,0,news-eleven.com
247,Air India လေယာဥ်ပျက်ကျမှုနောက်ပိုင်း သက်ဆိုင်မှုမရှိတဲ့ ဗီဒီယိုနဲ့ ရုပ်ပုံဟောင်းတွေ မှားယွင်းပျံ့နှံ့,https://factcheckmyanmar.afp.com/doc.afp.com.62MC8KD,1,factcheckmyanmar.afp.com
248,အိန္ဒိယကို ရေနံပေးပို့ရန် ဟော်မုဇ်ရေလက်ကြားတစ်ခုတည်းမှမဟုတ်ဘဲ...,https://news-eleven.com/article/303807,0,news-eleven.com
249,တူရကီငလျင်ရုပ်သံဖိုင်များတွင် ဖိုင်အဟောင်းများ ရောနှောပျံ့နှံ့,https://bur.mizzima.com/2025/04/28/54598,1,bur.mizzima.com
250,အယ်ဒီတာ့အာဘော်,https://myanmar-now.org/mm/news/category/opinion/29/,0,myanmar-now.org
251,မြန်မာနိုင်ငံတစ်ဝန်း စစ်ကောင်စီတပ်ဖွဲ့ဝင် ၇၆ ဦးသေဆုံး,https://yktnews.com/2025/08/224871/,0,yktnews.com
252,ဘင်္ဂလားဒေ့ရှ်မှာ ဟိန္ဒူဘုရားကျောင်း မီးရှို့ခံရတယ်ဆိုပြီး ဆန္ဒပြပွဲအတွင်း မီးလောင်ခဲ့တဲ့ စားသောက်ဆိုင်ဗီဒီယိုကို မှားယွင်းမျှဝေ,https://factcheckmyanmar.afp.com/doc.afp.com.36EJ3WP,1,factcheckmyanmar.afp.com
253,ဟာဗေးဟာရီကိန်း တက္ကဆက် ကမ်းရိုးတန်းသို့ ဝင်တိုက်ခတ်,https://news-eleven.com/international/7219,0,news-eleven.com
254,Manaus မြို့နဲ့ အမေဇုန်တောတို့ဆုံရာ'လို့ဆိုတဲ့ ဝေဟင်ကရိုက်ကူးထားတဲ့ ဓာတ်ပုံဟာ AI ဖန်တီးမှုသာဖြစ်,https://factcheckmyanmar.afp.com/doc.afp.com.37DN2WG,1,factcheckmyanmar.afp.com
255,လုပ်ကြံဖန်တီးထားတဲ့ အကြောင်းအရာ အချက်အလက် အမှား များဖြင့် NUG ကျန်းမာရေး ဝန်ကြီး ဒေါက်တာဇော်ဝေစိုး အား ပုဂ္ဂိုလ်ရေး တိုက်ခိုက်,https://myanmarfactcheckingnetwork.org/2025/04/30/%e1%80%9c%e1%80%af%e1%80%95%e1%80%ba%e1%80%80%e1%80%bc%e1%80%b6%e1%80%96%e1%80%94%e1%80%ba%e1%80%90%e1%80%ae%e1%80%b8%e1%80%91%e1%80%ac%e1%80%b8%e1%80%90%e1%80%b2%e1%80%b7-%e1%80%a1%e1%80%80%e1%80%bc/,1,myanmarfactcheckingnetwork.org
256,တင်ပါးဆုံရိုးတစ်ခုတည်းကိုပဲကြည့်ပြီး အဖိုအမခွဲခြားလို့မရဘူးလို့ ပညာရှင်တွေပြော,https://factcheckmyanmar.afp.com/doc.afp.com.337F8N9,1,factcheckmyanmar.afp.com
257,ပြုပြင်ဖန်တီးထားတဲ့ မြန်မာ FDA လက်မှတ်နဲ့ တရားမဝင် ကိုယ်အလေးချိန်ကျဆေးကို လိမ်ညာရောင်းချတဲ့ ပို့စ်တွေ အွန်လိုင်းပေါ်ပျံနှံ့,https://factcheckmyanmar.afp.com/doc.afp.com.34YH7XU,1,factcheckmyanmar.afp.com
258,လောင်းလုံးမှာ စစ်ကောင်စီလက်နက်ကြီးကြောင့် PDF ခုနစ်ဦးသေဆုံးတယ်ဆိုတဲ့သတင်းအမှား,https://myanmarfactcheckingnetwork.org/2025/02/24/%e1%80%9c%e1%80%b1%e1%80%ac%e1%80%84%e1%80%ba%e1%80%b8%e1%80%9c%e1%80%af%e1%80%b6%e1%80%b8%e1%80%99%e1%80%be%e1%80%ac-%e1%80%85%e1%80%85%e1%80%ba%e1%80%80%e1%80%b1%e1%80%ac%e1%80%84%e1%80%ba-2/,1,myanmarfactcheckingnetwork.org
259,ပေါက်တောမြို့ကို အေအေကမီးရှို့နေဆိုကာ ပုံအမှားသုံးပြီး ဝါဒဖြန့်,https://myanmarfactcheckingnetwork.org/2025/07/29/%e1%80%95%e1%80%b1%e1%80%ab%e1%80%80%e1%80%ba%e1%80%90%e1%80%b1%e1%80%ac%e1%80%99%e1%80%bc%e1%80%ad%e1%80%af%e1%80%b7%e1%80%80%e1%80%ad%e1%80%af-%e1%80%a1%e1%80%b1%e1%80%a1%e1%80%b1%e1%80%80%e1%80%99/,1,myanmarfactcheckingnetwork.org
260,ဖြစ်ရပ်မှန်မှုခင်းတစ်ခုကိုအခြေခံပြီး Squid Game ကို ဖန်တီးထားတယ်ဆိုတဲ့ မှားယွင်းပြောဆိုမှုတွေနဲ့အတူ AI ဓာတ်ပုံတွေပျံ့နှံ့,https://factcheckmyanmar.afp.com/doc.afp.com.36TY8PD,1,factcheckmyanmar.afp.com
261,ထရန့်ကို အာခံသည့်အနေဖြင့် ဗင်နီဇွဲလားပြည်သူများ သေနတ်ပစ်...,https://news-eleven.com/international/7450,0,news-eleven.com
262,ရေပူနှင့် ဘုရားတောင်ရွာရှိ လူနေအိမ်များကို KNDFနှင့် အင်းလေး PDF တို့မှ မီးရှို့ဖျက်ဆီးဆိုသည့် သတင်းအမှား,https://myanmarfactcheckingnetwork.org/2025/06/03/%e1%80%9b%e1%80%b1%e1%80%95%e1%80%b0%e1%80%94%e1%80%be%e1%80%84%e1%80%b7%e1%80%ba-%e1%80%98%e1%80%af%e1%80%9b%e1%80%ac%e1%80%b8%e1%80%90%e1%80%b1%e1%80%ac%e1%80%84%e1%80%ba%e1%80%9b%e1%80%bd%e1%80%ac/,1,myanmarfactcheckingnetwork.org
